Planning_Item_ID,Hierarchy_Definition_ID,Hierarchy_Definition_Node_ID,Planning_Item_Number,Planning_Item_Name,Planning_Item_Description,Planning_Item_Type,Planning_Level_Type,Planning_Level_Number,Task_Phase,Planning_Item_Owner_User_Name,Planning_Item_Path,Plan_Start_Date,Currency_cd,Task_Cost,Task_Status,Team_Size,Planning_Item_Parent_Name,Level_1_Planning_Item_Name,Level_2_Planning_Item_Name,Level_3_Planning_Item_Name,Level_4_Planning_Item_Name,Total_Budget,Available_Budget,Allocated_Budget_Currency,Reserved_Budget,Rolledup_Budget,Total_Expenses,Total_Committed,Total_Invoiced,Planning_Item_Created_By_User_Name,Planning_Item_Last_Modified_By_User_Name,Planning_Item_Last_Modified__Datetime,Load_Datetime
01cbba756-59bd-4d60-a4a6-664c6d95b739,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3619-2020,Level_04-#!_279,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,23-08-2020 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_279,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
02d7daaef-3c37-41ab-bfa0-e2faf6f81ec2,936d6a6b-7444-472e-bc27-dc5b65afcedd,2e58d725-35be-47f8-a6e5-612e6f448500,1168-01,1168-Plan-PUBLIC,Desc for PLN-TEST-802-API-01,PlanningObject,Deployed,9,Deployed,rdt0071,/,06-07-2020 00:00,USD,3000,Pending,8,NaN,1168-Plan-PUBLIC,NaN,NaN,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,39:18.7,42:44.4
02f7eabd2-d064-4edb-8e32-af0147527dcb,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4597-2020,Level_04-#!_1257,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,11-10-2020 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1257,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
0396fa933-4735-4ff6-8e06-6f3b029518b2,936d6a6b-7444-472e-bc27-dc5b65afcedd,0ff4b203-55d5-4868-9c5b-070dcdfeabf7,AC1247,New Program 127,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/,01-09-2020 00:00,USD,,Pending,8,NaN,NaN,New Program 127,NaN,NaN,2000,500,INR,1000,0,0,0,0,rdt0071,rdt0071,NaN,42:44.4
03992a719-cea5-4880-bdc0-b1a64c0f7fe0,936d6a6b-7444-472e-bc27-dc5b65afcedd,c7c26258-dd90-4610-ba8e-9696e1bb974d,PLNR-3285-2020,CMP-IMP-#!-42,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#,19-01-2020 00:00,EUR,,Approved,8,PROGRAM-01-Large-IMP#,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-42,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"								2020-11-13 19:42:44.402"
04efca9f7-76cd-4ec6-9c41-b183b2e2db84,936d6a6b-7444-472e-bc27-dc5b65afcedd,c7c26258-dd90-4610-ba8e-9696e1bb974d,PLNR-3291-2020,CMP-IMP-#!-48,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#,19-01-2020 00:00,EUR,,Approved,8,PROGRAM-01-Large-IMP#,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-48,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"								2020-11-13 19:42:44.402"
051a4a7e0-b249-4b7b-af75-856b2db89ff9,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3589-2020,Level_04-#!_249,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,12-07-2020 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_249,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
05558a444-9ace-4d5f-9617-a905c7f27b08,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4779-2020,Level_04-#!_1439,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,08-01-2021 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1439,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
05699aa95-2dfa-448f-bd66-542d5f56719d,936d6a6b-7444-472e-bc27-dc5b65afcedd,0ff4b203-55d5-4868-9c5b-070dcdfeabf7,PLNR-1232-2020,xxNew Program 4,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/Mg r1 Plan 1,01-09-2020 00:00,USD,8146,Approved,8,Mg r1 Plan 1,Mg r1 Plan 1,xxNew Program 4,NaN,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,04:54.1,42:44.4
05760ac91-e84b-47e2-a65e-8678044993a1,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3526-2020,Level_04-#!_186,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,14-05-2021 00:00,EUR,,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_186,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
05f5ea883-c4ae-489a-813c-fc02c333d2b9,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4651-2020,Level_04-#!_1311,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,04-10-2020 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1311,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
06105ac3d-dccb-4f1c-84f0-1dc1e4dc84c1,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3558-2020,Level_04-#!_218,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,08-01-2021 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_218,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
064dda999-a4b3-4669-9d24-c831c90125e0,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-5101-2020,Level_04-#!_1761,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,05-07-2020 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1761,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
06a25a3c3-68c0-4f88-b1d3-6570fe9ffa53,936d6a6b-7444-472e-bc27-dc5b65afcedd,2e58d725-35be-47f8-a6e5-612e6f448500,PLN-803-API-01_Mon_Aug_31_16_39_58_2020,PLN-test-803-API-01_Mon_Aug_31_16_39_58_2020,Desc for PLN-TEST-803-API-01,PlanningObject,Deployed,9,Deployed,rdt0071,/,24-02-2020 19:20,USD,218,Pending,8,NaN,PLN-test-803-API-01_Mon_Aug_31_16_39_58_2020,NaN,NaN,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,10:29.9,"	2020-11-13 19:42:44.402"
06bb6ade9-b9aa-4bd9-9b3f-f04e4d3ad1b4,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-5233-2020,Level_04-#!_1893,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,17-07-2020 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1893,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
06fc5ab67-9f9b-4681-ba62-d428b755a0c1,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4595-2020,Level_04-#!_1255,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,16-08-2020 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1255,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
07518a54c-14ed-43dc-8f95-fa86119fd3ed,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3404-2020,Level_04-#!_64,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,14-08-2020 00:00,EUR,,Approved,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_64,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"			2020-11-13 19:42:44.402"
0783ea6f3-8a2f-41c2-b83d-fa6cb8008e8c,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4584-2020,Level_04-#!_1244,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,21-08-2020 00:00,EUR,,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1244,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
078a0a5ba-c213-4f78-afe5-0e750aaa8b46,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4650-2020,Level_04-#!_1310,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,06-09-2020 00:00,EUR,,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1310,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
07cf8a238-a692-42ee-bea6-b33cecde96ed,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4207-2020,Level_04-#!_867,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,25-10-2020 00:00,EUR,,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_867,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"2		020-11-13 19:42:44.402"
07ee3aa44-ca44-4a33-b53b-e3e6a5284d49,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4402-2020,Level_04-#!_1062,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,27-02-2020 00:00,EUR,,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1062,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
08392ab8a-ef0a-4fa1-a834-9a5ce8053ee6,936d6a6b-7444-472e-bc27-dc5b65afcedd,2e58d725-35be-47f8-a6e5-612e6f448500,34535,aaaaaaaaaaaaa,Desc for PLN-TEST-803-API-80,PlanningObject,Deployed,9,Deployed,rdt0071,/,05-05-2020 00:00,USD,,Pending,8,NaN,aaaaaaaaaaaaa,NaN,NaN,NaN,1000,1,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"																																								2020-11-13 19:42:44.402"
0865aaf56-8f87-448e-959b-362e383fdb8d,936d6a6b-7444-472e-bc27-dc5b65afcedd,c7c26258-dd90-4610-ba8e-9696e1bb974d,PLNR-3263-2020,CMP-IMP-#!-20,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#,02-01-2020 00:00,EUR,,Pending,8,PROGRAM-01-Large-IMP#,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-20,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"								2020-11-13 19:42:44.402"
08780a6ca-8f32-4121-827a-dadc39d6743e,936d6a6b-7444-472e-bc27-dc5b65afcedd,2e58d725-35be-47f8-a6e5-612e6f448500,510-539,sinakm-plan-defectVerify-S1580158-01,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/,05-10-2020 00:00,USD,,Pending,8,NaN,sinakm-plan-defectVerify-S1580158-01,NaN,NaN,NaN,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,09:46.3,"																				2020-11-13 19:42:44.402"
096bbae12-2bf3-48b2-aa3d-e28c1ff01ad7,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-4551-2020,Level_04-#!_1211,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,08-11-2020 00:00,EUR,1000,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1211,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
0975da7d7-b7d0-4da8-a7aa-52a3b1615431,936d6a6b-7444-472e-bc27-dc5b65afcedd,0ff4b203-55d5-4868-9c5b-070dcdfeabf7,prg-220814-6,prg-220814-6,NaN,PlanningObject,Deployed,9,Deployed,rdt0077,/pln-220814-1,22-07-2020 00:00,USD,,Pending,8,pln-220814-1,pln-220814-1,prg-220814-6,NaN,NaN,1500,0,INR,0,0,0,0,0,rdt0077,rdt0077,50:26.1,"																					2020-11-13 19:42:44.402"
0a857ad23-7cf7-4a00-885c-53980f7cb491,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3450-2020,Level_04-#!_110,NaN,PlanningObject,Deployed,9,Development,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,26-03-2021 00:00,EUR,,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_110,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
0b15faf68-95b7-476e-adb3-e645392c407c,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-5157-2020,Level_04-#!_1817,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,03-01-2020 00:00,EUR,,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1817,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
0b2eca02f-6d65-44fd-9e47-4c734cb4ad51,936d6a6b-7444-472e-bc27-dc5b65afcedd,2e58d725-35be-47f8-a6e5-612e6f448500,sinakm-T-12820-02,sinakm plan permission test-02,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/,12-08-2020 00:00,USD,,Pending,8,NaN,sinakm plan permission test-02,NaN,NaN,NaN,1500,0,INR,0,0,250,250,250,rdt0073,rdt0071,24:38.5,"																		2020-11-13 19:42:44.402"
0b629aebf-5344-40d5-9a45-66694e056667,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-5045-2020,Level_04-#!_1705,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,23-04-2021 00:00,EUR,,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_1705,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
0b97face0-ca78-43b2-95a7-cab79c8ffc2b,936d6a6b-7444-472e-bc27-dc5b65afcedd,9d873f52-b8c4-4b05-bb71-3470cb854e2f,PLNR-3724-2020,Level_04-#!_384,NaN,PlanningObject,Deployed,9,Deployed,rdt0071,/IMP-PL-01-#! Test 1582 Large IMP/PROGRAM-01-Large-IMP#/CMP-IMP-#!-01,15-11-2020 00:00,EUR,,Pending,8,CMP-IMP-#!-01,IMP-PL-01-#! Test 1582 Large IMP,PROGRAM-01-Large-IMP#,CMP-IMP-#!-01,Level_04-#!_384,1500,0,INR,0,0,0,0,0,rdt0071,rdt0071,NaN,"		2020-11-13 19:42:44.402"
